model,split,average_precision,roc_auc,f1,precision,recall,brier_score,threshold,support,prevalence,tn,fp,fn,tp,ece,calibration
hist_gradient_boosting,test,0.9020075099286307,0.9179240045925791,0.7950760318609703,0.7941176470588235,0.7960367327211213,0.11145013313198292,0.5,5246.0,0.394395730080061,2750.0,427.0,422.0,1647.0,0.04244207883539123,none
hist_gradient_boosting,test,0.9020075099286307,0.9179240045925791,0.795507965526247,0.8653409090909091,0.736104398260029,0.11295834639352538,0.5,5246.0,0.394395730080061,2940.0,237.0,546.0,1523.0,0.05648342776802777,platt
hist_gradient_boosting,test,0.8903548301277224,0.9126763426044462,0.7700534759358288,0.921832884097035,0.6611889801836636,0.11275437111324234,0.5,5246.0,0.394395730080061,3061.0,116.0,701.0,1368.0,0.04547374847973223,isotonic
